description,carb,fat,energy,protein,country,amount_type,queries
"['Common banana - paradisiaca cultivars', 'Soya bean oil, refined', 'Table grapes', 'Unbottled water']","[5.08, 0.0, 4.38, 0.0]","[0.04, 6.3, 0.02, 0.0]","[19, 56, 16, 0]","[0.24, 0.0, 0.05, 0.0]",PER,metric,"For my snack, I ate 20g of banana, 6.3g of refined soya bean oil, 24.2g of table grapes, and drank 292g of unbottled water."
"['Broad beans (without pods)', 'Follow-on formula, milk-based, powder, FORTIFICATION-AGENT = Iron', 'Garlic, PART-CONSUMED-ANALYSED = W/o peel', 'Potatoes, PART-CONSUMED-ANALYSED = W/o peel', 'Pumpkins', 'Salt, iodised and fluoridated', 'Unbottled water', 'Vegetable fats and oils, edible, PROCESS = Blending']","[0.23, 10.58, 0.0, 0.02, 0.11, 0.0, 0.0, 0.0]","[0.01, 3.82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 87, 0, 0, 0, 0, 0, 0]","[0.1, 2.7, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0]",PER,metric,"For lunch, I am having 0.9g of broad beans, 18.0g of milk based follow on formula, 0.1g of potatoes, 1.7g of pumpkins, and 115.3g of unbottled water."
"['Apples', 'Brown sugar', 'Hen eggs', 'Oat rolled grains', 'Unbottled water']","[4.64, 7.58, 2.06, 6.75, 0.0]","[0.03, 0.0, 9.61, 0.8, 0.0]","[17, 30, 161, 39, 0]","[0.1, 0.0, 15.44, 1.25, 0.0]",PER,metric,"For dinner, I'm having 31.8 grams of apples, 7.8 grams of brown sugar, 114.4 grams of hen eggs, 10 grams of rolled oats, and 147.9 grams of unbottled water."
"['Carrots', 'Chicken fresh meat, PART-NATURE = Leg (as part-nature)', 'Garlic, PART-CONSUMED-ANALYSED = W/o peel', 'Potatoes, PART-CONSUMED-ANALYSED = W/o peel', 'Pumpkins', 'Rice grain, PROCESS = Raw, no heat treatment', 'Salt, iodised and fluoridated', 'Unbottled water']","[0.55, 0.0, 0.06, 7.6, 0.4, 1.11, 0.0, 0.0]","[0.03, 1.65, 0.0, 0.13, 0.01, 0.01, 0.0, 0.0]","[2, 62, 0, 34, 2, 5, 0, 0]","[0.04, 11.08, 0.01, 0.65, 0.04, 0.09, 0.0, 0.0]",PER,metric,"I’m having a dinner that includes 6g of carrots, 57.8g of chicken leg, and a little bit of garlic (0.2g). I also added 32.6g of potatoes, 6.2g of pumpkin, and 1.4g of raw rice with 0.8g of iodised salt, plus 141.5g of water."
"['Chicken fresh meat, PART-NATURE = Breast (as part-nature)', 'Potatoes', 'Soft drink, flavoured, no fruit']","[0.0, 4.55, 2.16]","[1.29, 0.02, 0.0]","[48, 20, 8]","[8.52, 0.43, 0.0]",PER,metric,"Tonight's dinner includes 44.4 grams of chicken breast, 20.4 grams of potatoes, and a 27g flavored soft drink."
"['CABBAGE, COOKED', 'EGG WHOLE', 'WHITE RICE, COOKED']","[4.39, 0.32, 63.0]","[2.35, 4.18, 0.63]","[39, 63, 290]","[0.97, 5.54, 6.01]",LKA,metric,"For lunch, I had a plate with 75 grams of cooked cabbage, 44 grams of an egg, and 225 grams of cooked white rice."
"['FRUIT JUICE', 'WATER']","[25.0, 0.0]","[0.24, 0.0]","[100, 0]","[0.32, 0.0]",LKA,metric,I’m enjoying a snack that consists of 200 grams of fruit juice and 350 grams of water.
"['CARROT, COOKED', 'WHITE RICE, COOKED']","[1.5, 56.0]","[0.04, 0.56]","[6, 258]","[0.15, 5.34]",LKA,metric,"For lunch, I'm having 15 grams of cooked carrots with 200 grams of cooked white rice."
"['DRUMSTICK, COOKED', 'SAUSAGE, PAN FRIED', 'WHITE RICE, COOKED']","[4.91, 0.28, 56.0]","[0.11, 5.44, 0.56]","[22, 65, 258]","[1.25, 3.7, 5.34]",LKA,metric,"For dinner, I'm enjoying 60g of cooked drumstick, along with 20g of pan-fried sausage and 200g of cooked white rice."
"['DHAL CURRY', 'LEAFY VEGETABLE MALLUM', 'WATER', 'WHITE RICE, COOKED']","[3.69, 2.01, 0.0, 56.0]","[1.68, 2.25, 0.0, 0.56]","[33, 30, 0, 258]","[1.1, 0.84, 0.0, 5.34]",LKA,metric,"Breakfast today includes 30g of dhal curry, 30g of leafy vegetable mallum, 200g of cooked white rice, and I’m drinking 325g of water."
"['FISH CURRY', 'GREEN BEANS, COOKED', 'INDIAN PENNYWORT', 'WATER', 'WHITE RICE, COOKED']","[1.97, 3.26, 1.15, 0.0, 84.0]","[1.62, 0.1, 0.07, 0.0, 0.84]","[28, 14, 2, 0, 387]","[1.48, 0.86, 0.1, 0.0, 8.01]",LKA,metric,"I just served myself a lunch with 30g of fish curry, 45g of green beans, and 15g of Indian pennywort, along with 250g of water and 300g of white rice."
"['AMBARELLA', 'CHICKEN BREAST GRILLED', 'STRING HOPPER', 'WATER']","[3.64, 4.48, 172.76, 0.0]","[0.13, 5.58, 3.06, 0.0]","[11, 123, 789, 0]","[0.22, 12.93, 12.83, 0.0]",LKA,metric,"I have 30g of ambaralla, 61g of grilled chicken breast, 220g of string hoppers, and 250g of water for dinner."
"['BEETS, COOKED', 'COCONUT SAMBAL', 'EGG WHOLE', 'WHITE RICE, COOKED']","[1.05, 1.38, 0.32, 56.0]","[0.4, 5.87, 4.18, 0.56]","[8, 61, 63, 258]","[0.13, 0.81, 5.54, 5.34]",LKA,metric,"Lunch consisted of 15g of cooked beets, 35g of coconut sambal, one whole egg at 44g, and 200g of cooked white rice."
"['GREEN GRAM MILK RICE', 'ONIONS, COOKED']","[74.47, 23.1]","[16.7, 0.25]","[494, 99]","[16.01, 2.71]",LKA,metric,I started my day with 348 grams of green gram milk rice and 210 grams of cooked onions for breakfast.
"['COCONUT SAMBAL', 'DHAL CURRY', 'EGG WHOLE', 'WHITE RICE, COOKED']","[0.59, 3.69, 0.32, 56.0]","[2.52, 1.68, 4.18, 0.56]","[26, 33, 63, 258]","[0.35, 1.1, 5.54, 5.34]",LKA,metric,"For dinner, I had 15 grams of coconut sambal, 30 grams of dhal curry, a whole egg weighing 44 grams, and 200 grams of cooked white rice."
"['BREAD', 'CABBAGE SOUP']","[11.0, 15.2]","[0.5, 0.2]","[60.0, 67.0]","[2.7, 2.8000000000000003]",ROU,metric,"For lunch, I'm having 25 grams of bread and 390.3 grams of cabbage soup."
"['BREAD', 'BROWN SUGAR', 'COFFEE', 'HAM', 'HARD CHEESE']","[22.0, 2.5, 0.0, 0.0, 0.6]","[1.1, 0.0, 0.0, 8.8, 11.4]","[119.0, 10.0, 1.0, 136.0, 170.0]","[5.3, 0.0, 0.1, 13.4, 15.0]",ROU,metric,"I had 50 grams of bread with 2.5 grams of brown sugar for breakfast, paired with 75 grams of coffee, 50 grams of ham, and 60 grams of hard cheese."
"['BEER', 'BREAD', 'CABBAGE SALAD', 'CHICKEN SCHNITZEL']","[17.8, 32.9, 10.4, 37.9]","[0.0, 1.6, 20.3, 73.9]","[215.0, 178.0, 224.0, 1045.0]","[2.3, 8.0, 2.4000000000000004, 54.4]",ROU,metric,"For dinner, I had 500g of beer, 75g of bread, 210g of cabbage salad, and 309.7g of chicken schnitzel."
"['BEER', 'BREAD', 'CHICKEN, ROAST', 'MASHED POTATOES', 'MIXED VEGETABLES SOUP WITH PORK', 'TOMATO SALAD']","[10.7, 22.0, 0.0, 44.5, 8.7, 6.7]","[0.0, 1.1, 23.4, 33.9, 9.6, 20.3]","[129.0, 119.0, 390.0, 494.0, 261.0, 208.0]","[1.4, 5.3, 41.9, 5.2, 33.7, 1.5]",ROU,metric,"I had dinner with 300 grams of beer, some 50g bread, and 175g of roasted chicken. On the side, there were 298g of mashed potatoes, 438.4g of mixed vegetable soup with pork, and a fresh 195g tomato salad."
['MIXED VEGETABLES SALAD'],[19.8],[20.4],[257.0],[1.5],ROU,metric,Tonight's meal is a 250g mixed vegetable salad.
"['POTATO, BOILED', 'SAUSAGE', 'YOGHURT']","[40.0, 2.8, 11.7]","[0.2, 54.5, 8.1]","[172.0, 650.0, 152.0]","[3.4, 37.1, 8.7]",ROU,metric,"I’ve got a dinner plate with 200 grams of boiled potatoes, 200 grams of sausage, and 250 grams of yogurt."
"['BREAD', 'EWE-CHEESE', 'PEPPER, CAPSICUM']","[65.9, 1.5, 1.4]","[3.2, 11.9, 0.1]","[357.0, 150.0, 6.0]","[16.0, 9.0, 0.3]",ROU,metric,"I’m enjoying 150g of bread for breakfast, paired with 50g of ewe cheese and 30g of capsicum."
"['BREAD, STICK', 'COFFEE, INSTANT (NESS)']","[34.2, 0.3]","[4.8, 0.0]","[206.0, 2.0]","[6.0, 0.1]",ROU,metric,I enjoyed a breakfast of 50 grams of bread sticks and 100 grams of Nescafe instant coffee.
"['BREAD', 'EGG, BOILED', 'HOT DOG', 'MILK']","[11.0, 1.1, 0.6, 11.9]","[0.5, 10.6, 47.4, 8.2]","[60.0, 155.0, 538.0, 152.0]","[2.7, 12.6, 25.6, 7.9]",ROU,metric,"I’ve got a breakfast plate with 25 grams of bread, a boiled egg weighing 100 grams, a 200-gram hot dog, and 250 grams of milk."
"['BREAD', 'COUNTRY SOUP', 'POTATOES MOUSSAKA WITH MINCED MEAT']","[22.0, 13.599999999999998, 44.400000000000006]","[1.1, 7.4, 31.4]","[119.0, 125.0, 587.0]","[5.3, 3.0000000000000004, 31.500000000000004]",ROU,metric,"For lunch, I'm having 50 grams of bread with 300.1 grams of country soup and 317.6 grams of potatoes moussaka with minced meat."
"['Candy, milk chocolate, with almonds']",[19.6],[14.1],[225],[3.69],KNA,metric,I’m having a 41g piece of milk chocolate with almonds for a snack.
"['Rice, white, with lentils', 'Stew, Caribbean fish, SKN recipe', 'Water, tap']","[8.7, 5.32, 0.0]","[3.4099999999999997, 36.06, 0.0]","[81, 394, 0]","[2.8199999999999994, 10.89, 0.0]",KNA,metric,"Tonight's dinner includes 51.8g of white rice mixed with lentils, 242g of fish stew from a Caribbean recipe, and I'm drinking 240g of tap water."
"['Bread, French', 'Cheese, American, unknown type', 'Margarine, stick, unknown type', 'Salad, seven-layer, lettuce, with a combination of onion, celery, green pepper, peas, cheese, eggs,']","[10.14, 1.89, 0.04, 1.48]","[0.48, 3.63, 1.61, 6.16]","[54, 50, 15, 68]","[2.15, 2.53, 0.0, 1.41]",KNA,metric,"I enjoyed a breakfast with 20 grams of French bread, topped with 15.8 grams of American cheese and 2 grams of margarine, alongside 29.8 grams of a seven-layer salad."
"['Chicken, meatballs, cooked with vegetable oil', 'Pasta, unknown type and production, boiled', 'Sauce, tomato-based']","[0.0, 57.56, 7.78]","[30.52, 1.84, 0.03]","[535, 300, 34]","[65.07, 11.48, 0.36]",KNA,metric,"I’ve got a dinner plate with 279.5 grams of chicken meatballs, 198 grams of boiled pasta, and a drizzle of 30.6 grams of tomato sauce."
"['Potato, mashed, fresh, unknown preparation', 'Pumpkin, orange, boiled', 'Spare ribs, barbeque, SVG recipe']","[43.01, 2.17, 25.57]","[9.48, 0.04, 45.25]","[285, 12, 685]","[5.38, 0.41, 43.54]",KNA,metric,"Tonight's dinner consists of 250 grams of mashed potatoes, 57 grams of boiled pumpkin, and 203 grams of spare ribs cooked with a BBQ recipe."
"['Cashew nut, roasted, salted', 'Juice, apple', 'Water, spring']","[5.94, 25.55, 0.0]","[9.27, 0.3, 0.0]","[121, 107, 0]","[3.06, 0.23, 0.0]",KNA,metric,"I’m snacking on 20g of salted roasted cashews, 228g of apple juice, and 476g of spring water."
"['Plantain, ripe, boiled', 'Steamed fish, SKN recipe']","[46.71, 0.0]","[0.27, 23.86]","[204, 457]","[1.89, 60.65]",KNA,metric,"For dinner, I'm having 135g of boiled ripe plantain and 236g of steamed fish prepared in the SKN style."
"['Oats, milk', 'Tea, ginger, brewed with water']","[26.5, 0.0]","[2.0, 0.0]","[138, 0]","[3.25, 0.0]",KNA,metric,Breakfast today consisted of 250 grams of oats in milk and 1200 grams of ginger tea.
"['Plum, americana, raw', 'Sugar apple']","[6.61, 31.59]","[0.18, 1.04]","[32, 162]","[0.46, 2.51]",KNA,metric,I'm eating a 66g americana plum along with a 155g sugar apple for dinner.
"['Banana, green, cooked, unknown if fat added', 'Cassava, unknown type, cooked, unknown if fat added', 'Fish, unknown type, steamed', 'Water, tap']","[22.26, 7.19, 0.0, 0.0]","[4.81, 0.51, 5.33, 0.0]","[142, 35, 168, 0]","[1.17, 0.27, 30.06, 0.0]",KNA,metric,"I ate 66.8 grams of cooked green banana and 20 grams of cassava for lunch, along with 113 grams of steamed fish and a glass of 240 grams of tap water."
"['Fresh orange juice', 'Potatoes, raw', 'Tunisian Mechouia Salad With Olive Oil', 'baguette bread']","[18.72, 18.87, 13.12, 25.95]","[0.36, 0.1, 10.98, 1.5]","[82, 80, 155, 132]","[1.26, 2.18, 2.3999999999999995, 4.4]",TUN,metric,"For dinner, I'm having 180g of fresh orange juice, 108g of raw potatoes, 112.2g of Tunisian Mechouia salad with olive oil, and 50g of baguette bread."
"['Couscous With Lamb And Vegetable Oil', 'Mlawi Bread', 'baguette bread']","[133.0, 66.56, 51.9]","[36.07999999999999, 8.66, 3.0]","[986, 383, 264]","[39.70000000000001, 10.68, 8.8]",TUN,metric,"For lunch, I have 752.4 grams of couscous with lamb, 85.6g of Mlawi bread, and a 100g piece of baguette."
"['Lettuce salad with vegetable oil', 'Macaroni soup with vegetable oil', 'Wheat bread and rolls, white (refined flour)']","[5.62, 67.66999999999997, 77.85]","[7.65, 17.230000000000008, 4.5]","[94, 459, 396]","[1.28, 16.009999999999998, 13.2]",TUN,metric,"I’m having a 63.5g lettuce salad with vegetable oil, followed by 251.4g of macaroni soup with vegetable oil, and 150 grams of white bread rolls for lunch."
"['Butter', 'Industrial harissa', 'Wheat bread and rolls, white (refined flour)']","[0.01, 0.76, 12.97]","[8.11, 0.01, 0.75]","[73, 3, 66]","[0.09, 0.14, 2.2]",TUN,metric,"For my snack, I used 10g of butter with 15g of harissa on a 25g slice of white bread."
"['Couscous With Vegetables And Vegetable Oil', 'Instant coffee', 'Sugar', ""UHT semi-skimmed cow's milk""]","[72.22, 0.01, 6.0, 10.34]","[11.589999999999998, 0.0, 0.0, 3.74]","[433, 0, 24, 105]","[14.929999999999996, 0.0, 0.0, 7.48]",TUN,metric,"For dinner, I'm having 423.5g of couscous with vegetables and vegetable oil, along with 2g of instant coffee and 6g of sugar mixed into 220g of UHT semi-skimmed cow's milk."
"['Cake With Biscuit And Better', 'Instant coffee', 'Sugar', ""UHT semi-skimmed cow's milk"", 'Whole egg, raw']","[44.39, 0.01, 15.0, 11.75, 0.3]","[63.38, 0.0, 0.0, 4.25, 3.94]","[788, 0, 60, 119, 57]","[12.89, 0.0, 0.0, 8.5, 4.98]",TUN,metric,"For breakfast, I'm having 142g of cake with biscuit and butter, along with 2g of instant coffee and 15g of sugar. I also poured 250g of UHT semi-skimmed cow's milk and included a raw whole egg weighing 39.6g."
"['Cola beverages, caffeinic', 'Common peaches', 'Cucumber salad with vegetable oil', 'Potato roast with lamb and vegetable oil', 'Watermelons', 'Wheat bread and rolls, white (refined flour)']","[16.27, 7.16, 8.24, 33.36, 17.95, 77.85]","[0.0, 0.19, 7.73, 27.810000000000006, 1.07, 4.5]","[65, 31, 107, 442, 86, 396]","[0.0, 0.68, 1.6000000000000003, 17.44, 1.55, 13.2]",TUN,metric,"I had a lunch that featured 150g of cola, 75g of peaches, and a cucumber salad dressed with 113.5g of vegetable oil. I also had 188.1g of potato roast with lamb, 250g of watermelon, and a side of 150g of white bread."
"['Tagine with beef and olive oil', 'Tunisian mechouia salad with olive oil', 'Wheat bread and rolls, white (refined flour)']","[3.8900000000000006, 9.310000000000002, 77.85]","[25.490000000000002, 7.789999999999999, 4.5]","[305, 109, 396]","[15.46, 1.7000000000000002, 13.2]",TUN,metric,"Dinner includes 119.3g of tagine made with beef and olive oil, a side of 79.6g Tunisian mechouia salad, and 150 grams of white bread."
"['Grenade', 'Macaroni With Dried Meat And Corn Oil', 'Varied Salad With Olive Oil', 'baguette bread']","[17.17, 149.98, 6.789999999999999, 51.9]","[0.3, 35.25, 8.08, 3.0]","[74, 1003, 100, 264]","[0.95, 36.31, 1.21, 8.8]",TUN,metric,"For lunch, I’m enjoying 100g of Grenade, 569.3g of macaroni mixed with dried meat and corn oil, a side of 85g salad with olive oil, and 100g of baguette bread."
"['Barley Soup With Chicken And Vegetable Oil', 'Coca Cola', 'baguette bread']","[40.370000000000005, 17.36, 77.85]","[8.139999999999999, 0.0, 4.5]","[259, 69, 396]","[10.999999999999998, 0.0, 13.2]",TUN,metric,"Dinner consists of 179.6 grams of barley soup with chicken, 150g of baguette bread, and a 160g Coca Cola to wash it down."
"['Chapatti, brown rice flour with ghee', 'Chapatti, brown rice flour without ghee', 'Fish, perch, curry', 'Fruit flavour drink', 'Melon, orange flesh']","[47.6, 107.2, 7.800000000000001, 11.1, 0.8]","[2.6, 3.9, 13.500000000000002, 0.0, 0.0]","[234, 509, 266, 44, 5]","[4.5, 10.1, 22.6, 0.0, 0.1]",PAK,metric,"I ate 54.5 grams of chapatti made with brown rice flour and ghee alongside 120.5 grams of chapatti without ghee. The meal included 180.9 grams of perch curry, a little 13.3 grams of fruit flavor drink, and 27 grams of orange melon for dinner."
"['Biscuits, sweet', 'Milk, cow, whole fat (pasteurized UTH)', 'Sweet Rice', 'Tea with cow milk', 'Tea with goat milk']","[11.9, 9.7, 14.3, 17.3, 24.599999999999998]","[4.1, 7.8, 7.199999999999999, 3.0, 3.5]","[72, 142, 126, 110, 146]","[1.2, 7.0, 0.8, 3.0, 3.9]",PAK,metric,"For a snack, I had 21 grams of sweet biscuits, 225 grams of whole cow's milk, 43.5 grams of sweet rice, 95.7 grams of tea with cow milk, and 104 grams of tea with goat milk."
"['Chapatti, brown rice flour with ghee', 'Gourd, ridge, curry']","[154.8, 4.8]","[8.6, 3.9]","[762, 59]","[14.6, 0.8999999999999999]",PAK,metric,I'm enjoying 177.1g of chapatti and 58.9g of ridge gourd curry for lunch.
"['Chapatti, brown rice flour with ghee', 'Green chilli chutney']","[160.8, 0.8999999999999999]","[8.9, 0.0]","[791, 4]","[15.2, 0.0]",PAK,metric,I just prepared a lunch of 183.9g chapatti with ghee and a small serving of 3.3g green chili chutney.
"['Chapatti, brown rice flour with ghee', 'Okra fry, recipe', 'Tea with buffalo milk']","[53.6, 2.3, 12.0]","[2.9, 3.0, 5.0]","[263, 40, 109]","[5.1, 0.5, 3.0]",PAK,metric,"Dinner today consists of 61.3g of chapatti made from brown rice flour and ghee, 30.1g of fried okra, and a cup of tea with 78g of buffalo milk."
"['Chapatti, brown rice flour with ghee', 'Fruit flavour drink', 'Green gram, split, curry', 'Melon, orange flesh']","[107.2, 14.1, 1.8, 0.3]","[6.0, 0.0, 1.6, 0.0]","[528, 57, 25, 2]","[10.1, 0.0, 0.5, 0.0]",PAK,metric,"For dinner, I had 122.6g of chapatti made with brown rice flour and ghee, along with a 16.9g fruit flavor drink. I also enjoyed 10.2g of split green gram curry and 9g of orange-fleshed melon."
"['Biscuit, flower shaped', 'Tea with buffalo milk']","[54.0, 12.0]","[26.6, 5.0]","[480, 109]","[5.0, 3.0]",PAK,metric,I ate an 83.5g biscuit shaped like a flower and drank 78g of tea with buffalo milk for breakfast.
['Yogurt drink'],[15.6],[7.1],[129],[4.4],PAK,metric,Tonight's meal includes a 137.4g yogurt drink.
"['Chapatti, wheat flour with ghee', 'Green gram, split, curry', 'Tea with cow milk']","[70.4, 1.8, 9.9]","[4.4, 1.6, 1.7]","[392, 25, 63]","[12.8, 0.5, 1.7]",PAK,metric,"I had 99.3 grams of chapatti with ghee for dinner, paired with 10.2g of split green gram curry and 54.7g of tea with milk."
"['Nashista halva', 'Tea with cow milk']","[12.1, 14.8]","[3.0, 2.5]","[81, 94]","[1.2, 2.5999999999999996]",PAK,metric,I enjoyed 15.9 grams of halva along with 82 grams of tea with milk for breakfast.
"['CHICKEN MEAT, BOILED', 'RICE, WHITE, BOILED/STEAMED', 'SQUASH, FRUIT, YELLOW BOILED']","[0.0, 28.07, 2.2]","[1.38, 0.19, 0.09]","[55, 126, 9]","[9.87, 1.98, 0.18]",PHL,metric,"For lunch, I'm having 30g of boiled chicken meat, 94.5g of boiled white rice, and 22.5g of boiled yellow squash."
"['BREAD WITH A SLIGHTLY SWEET TASTE AND DENSE TEXTURE', 'CETRIN, PONKANA,JUICERS, KOOL AID)', 'SUGAR,WHITE,REFINED']","[66.49, 20.77, 22.48]","[3.04, 1.15, 0.0]","[344, 93, 87]","[12.82, 0.0, 0.0]",PHL,metric,"I ate a snack of 112.5g of bread that’s a bit sweet and dense, along with 22.5g of Kool-Aid and 22.5g of sugar."
"['CHICKEN INTESTINE, BOILED', 'CHICKEN LIVER, BOILED', 'CHICKEN MEAT, FRIED', 'FRIED SPRING ROLL (MUNG BEAN SPROUT),FRIED', 'RICE, WHITE, BOILED/STEAMED']","[0.08, 1.04, 0.0, 8.04, 66.82]","[2.98, 1.02, 1.08, 5.04, 0.45]","[46, 33, 36, 82, 299]","[4.42, 4.72, 6.04, 1.17, 4.72]",PHL,metric,"Tonight’s dinner consists of 22.5g of boiled chicken intestine, 15g of fried chicken meat, and 15g of boiled chicken liver. I’m pairing it with 30g of fried spring roll and 225g of white rice."
"['BEEF, BOILED', 'CABBAGE, BOILED', 'CHAYOTE FRUIT, BOILED', 'RICE, WHITE, BOILED/STEAMED', 'SNAPBEAN, GREEN PODS, BOILED']","[0.0, 1.26, 0.74, 222.75, 1.35]","[3.0, 0.06, 0.02, 1.5, 0.06]","[92, 6, 3, 998, 8]","[15.18, 0.33, 0.09, 15.75, 0.45]",PHL,metric,"Lunch consisted of 60 grams of boiled beef, 30 grams of boiled cabbage, and 22.5 grams of boiled chayote, plus a large serving of 750 grams of boiled rice and 30 grams of boiled snap beans."
"['MANGO JUICE', 'POTATO CHIPS WITH CHEESE FLAVOR']","[90.75, 20.7]","[5.25, 14.39]","[420, 222]","[3.0, 2.48]",PHL,metric,I’m having 750 grams of mango juice and 40 grams of cheese-flavored chips for a quick snack.
"['BISCUIT', 'INSTANT ICED TEA']","[41.6, 2.86]","[3.95, 0.07]","[214, 12]","[3.05, 0.0]",PHL,metric,"For a snack, I'm having a 50g biscuit and 24g of instant iced tea."
"['CABBAGE, BOILED', 'COCONUT OIL, FORTIFIED', 'COWS LIVER, BROILED', 'POTATO, BOILED', 'RICE, WHITE, BOILED/STEAMED']","[0.94, 0.0, 12.1, 4.11, 133.65]","[0.05, 7.43, 4.67, 0.03, 0.9]","[4, 66, 211, 18, 598]","[0.25, 0.0, 30.03, 0.51, 9.45]",PHL,metric,"Dinner tonight includes 450g of boiled white rice, 7.5g of coconut oil, 90g of cow's liver, 22.5g of boiled cabbage, and 30g of boiled potato."
"['CABBAGE, SAUTEED', 'COCONUT MILK', 'COCONUT OIL, FORTIFIED', 'CORN GRITS (WHITE)#14, BOILED', 'JACKFRUIT UNRIPE, BOILED', 'PORK PLATE FLAT, SAUTEED', 'WHEAT NOODLES, COOKED']","[0.26, 0.02, 0.0, 32.93, 2.55, 0.0, 5.03]","[0.02, 0.42, 1.98, 0.17, 0.14, 70.98, 1.76]","[1, 4, 18, 148, 11, 730, 40]","[0.08, 0.07, 0.0, 2.52, 0.46, 20.9, 1.07]",PHL,metric,"For lunch today, my meal included 6 grams of sautéed cabbage, 1.2 grams of coconut milk, and 2 grams of coconut oil, plus 168 grams of corn grits, 22.5 grams of boiled jackfruit, 80 grams of sautéed pork, and 33.3 grams of cooked wheat noodles."
"['COCONUT OIL', 'MALABAR NIGHT SHADE LEAVES', 'OKRA, SAUTEED', 'PORK LOIN CHOP, FRIED', 'RICE, WHITE, BOILED/STEAMED', 'SPONGE GOURD, SAUTEED', 'SQUASH, FRUIT, YELLOW SAUTEED']","[0.0, 0.27, 0.73, 0.0, 33.41, 0.47, 1.7]","[2.48, 0.03, 0.02, 0.73, 0.22, 0.02, 0.1]","[22, 2, 3, 8, 150, 2, 8]","[0.0, 0.18, 0.17, 0.41, 2.36, 0.06, 0.28]",PHL,metric,"For lunch, I went with 2.5g of coconut oil, 10g of Malabar night shade leaves, and 10g of sautéed okra, plus a fried pork loin chop weighing 3.3g. I also had 112.5g of white rice, 10g of sautéed sponge gourd, and 20g of sautéed yellow squash."
"['CORN GRITS (WHITE)#16, BOILED', 'DINUGUAN', 'FRIED SPRING ROLL (MUNG BEAN SPROUT),FRIED']","[62.9, 1.29, 8.04]","[1.02, 2.43, 5.04]","[289, 51, 82]","[5.1, 5.92, 1.17]",PHL,metric,"I enjoyed a breakfast of 340 grams of boiled corn grits, along with 75.9 grams of dinuguan and 30 grams of fried spring rolls."
"['BANANA (GOLD, SILVER, WATER, ETC.), NOT DETERMINED', 'BEANS (BLACK, MULATTO, PURPLE, PINK, ETC.), NOT DETERMINED', 'BOVINE MEAT, FRYING', 'MAYONNAISE SALAD, NOT DETERMINED', 'PASTA, NOT DETERMINED', 'WATERMELON, NOT DETERMINED']","[40.08, 20.45, 0.0, 6.74, 56.53, 13.04]","[0.28, 2.41, 58.64, 5.34, 1.2, 0.12]","[164, 111, 786, 75, 262, 58]","[1.91, 6.57, 64.61, 0.8, 7.43, 1.4]",BRA,metric,"I’m eating a lunch that includes 150 grams of banana, 140g of beans, and 270g of frying beef. There’s also 76g of mayonnaise salad, 210g of pasta, and 200g of watermelon."
"['GRATED CHEESE, NOT APPLICABLE', 'PASTA WITH MEAT, NOT DETERMINED', 'PINEAPPLE JUICE, NOT DETERMINED', 'SUGAR, NOT APPLICABLE', 'TROPEIRO BEANS, NOT DETERMINED', 'WHITE RICE, NOT DETERMINED']","[3.04, 68.17, 9.55, 23.77, 6.63, 29.13]","[23.11, 2.8, 0.26, 0.0, 2.3, 1.59]","[301, 359, 41, 95, 58, 138]","[20.2, 15.47, 0.55, 0.04, 3.44, 2.4]",BRA,metric,"At lunch, I ate 63 grams of grated cheese along with 315 grams of pasta with meat. I also drank 240 grams of pineapple juice and had 24 grams of sugar, 34 grams of tropeiro beans, and 100 grams of white rice."
"['CHOCOLATE, TABLET, WHITE, NOT DETERMINED', 'SWEET CAKE WITH FILLING AND ICING, NOT DETERMINED']","[7.46, 34.07]","[4.04, 10.21]","[69, 244]","[0.74, 4.57]",BRA,metric,I just had a snack that included 12.6g of white chocolate and a 60g piece of sweet cake with icing.
"['BEANS (BLACK, MULATTO, PURPLE, PINK, ETC.), NOT DETERMINED', 'LETTUCE, TOMATO, AND ONION SALAD, NOT DETERMINED', 'OLIVE OIL, NOT APPLICABLE', 'ORANGE JUICE, NOT DETERMINED', 'POT ROAST, COOKING WITH FATS/OILS', 'WHITE RICE, NOT DETERMINED']","[40.91, 3.26, 0.0, 40.66, 0.78, 26.22]","[4.82, 3.91, 16.0, 0.53, 5.84, 1.43]","[221, 49, 144, 178, 171, 124]","[13.13, 0.9, 0.0, 3.31, 29.06, 2.16]",BRA,metric,"For lunch, I ate 280g of black beans and a salad of lettuce, tomato, and onion that weighed 80g. I used 16g of olive oil for dressing and had 480g of orange juice. I also had 105g of pot roast along with 90g of white rice."
"['BAIAO DE DOIS, NOT DETERMINED', 'PASTA, NOT DETERMINED', 'PORK MEAT, COOKING WITH FATS/OILS', 'VEGETABLE SALAD, NOT DETERMINED', 'WATER, NOT DETERMINED']","[63.58, 26.92, 2.08, 1.55, 0.0]","[6.32, 0.57, 44.29, 0.11, 0.0]","[346, 125, 704, 10, 0]","[14.22, 3.54, 74.61, 0.68, 0.0]",BRA,metric,"I enjoyed a lunch of 275 grams of Baiao de Dois, 100 grams of pasta, 280.5 grams of pork cooked in fats, a vegetable salad weighing 34 grams, and 300 grams of water."
