description,carb,fat,energy,protein,country,amount_type,queries
"['Cheese flavored corn snacks (Cheetos)', 'Skittles', 'Water, bottled, unsweetened']","[30.51, 18.16, 0]","[20.53, 0.87, 0]","[319.2, 81, 0]","[3.33, 0.04, 0]",USA,metric,"I'm snacking on 57 grams of cheese Cheetos, some Skittles weighing 20 grams, and a big bottle of water that’s 507 grams."
"['Apple, raw', 'Peanut butter', 'Marshmallow', 'Cheese, Mozzarella, part skim']","[4.7, 3.57, 5.69, 1.26]","[0.06, 8.18, 0.01, 5.78]","[17.68, 95.52, 22.26, 84.48]","[0.09, 3.6, 0.13, 6.72]",USA,metric,"For lunch, I'm having a raw apple (34.0 grams) with 16 grams of peanut butter, 7 grams of marshmallow, and 28.35 grams of part-skim mozzarella cheese."
"['Cream, half and half', 'Sugar substitute, sucralose, powder', 'Coffee, brewed', 'Cheeseburger, from fast food, 1 medium patty']","[1.29, 0.91, 0, 30.72]","[3.45, 0, 0.1, 26.75]","[39.3, 3.36, 4.8, 490.05]","[0.94, 0, 0.58, 29.57]",USA,metric,"For dinner, I’m having 480 grams of brewed coffee with 30 grams of half and half and a gram of sucralose. I also have a medium cheeseburger weighing 165 grams from fast food."
"['Double cheeseburger (McDonalds)', 'Potato, french fries, fast food', 'Coffee, brewed']","[29.65, 24.86, 0]","[26.7, 8.84, 0.05]","[465.3, 187.2, 2.4]","[26.8, 2.06, 0.29]",USA,metric,"For dinner, I'm having a 165.0g double cheeseburger from McDonald's, along with 60.0g of fast food french fries and a 240.0g cup of brewed coffee."
"['Pancake syrup', 'Pancakes, with fruit, from frozen']","[13.92, 29.18]","[0.02, 5.22]","[53, 179.2]","[0, 3.99]",USA,metric,Breakfast today is 80 grams of pancakes with 20 grams of pancake syrup on top.
"['Soft taco with meat', 'Chocolate milk, ready to drink, reduced fat']","[26.7, 30.08]","[14.16, 4.71]","[290.82, 188.48]","[14, 7.42]",USA,metric,"For lunch, I'm having a soft taco with meat (131.0g) and a glass of reduced-fat chocolate milk (248.0g)."
"['Fruit juice blend, 100% juice', 'Milk, reduced fat (2%)', 'Ketchup', 'Frankfurter or hot dog sandwich, meat and poultry, plain, on white bun']","[15.45, 11.98, 4.66, 25.56]","[0.15, 4.64, 0.02, 16.27]","[62, 122, 17.17, 291.72]","[0.2, 8.17, 0.18, 10.23]",USA,metric,"For lunch, I'm having a hot dog sandwich (102 grams of frankfurter on a white bun), along with 124 grams of 100% fruit juice blend, 244 grams of reduced fat milk, and a bit of ketchup (17 grams) on the side."
"['Turkey, light or dark meat, smoked, skin not eaten']",[0],[6.75],[218.7],[39.56],USA,metric,"This morning, I’m having some smoked turkey, weighing 135 grams, with the skin not included."
"['Truffles', 'Honeydew melon, raw', 'Strawberries, raw']","[6.45, 11.36, 1.38]","[4.15, 0.18, 0.05]","[66.43, 45, 5.76]","[0.88, 0.68, 0.12]",USA,metric,"I’ve got a snack that includes 13 grams of truffles, along with 125 grams of honeydew melon and 18 grams of strawberries."
"['Coffee, brewed', 'Muffin, chocolate chip']","[0, 38.58]","[0.05, 13.17]","[2.4, 278.6]","[0.29, 3.95]",USA,metric,I made myself a breakfast of brewed coffee weighing 240 grams and a chocolate chip muffin that's 70 grams.
"['Pizza, cheese, with vegetables, from frozen, thin crust']",[45.86],[18.7],[415.2],[15.99],USA,metric,I’ve got a portion of 173 grams of thin crust cheese pizza topped with vegetables for dinner.
"['Long Island iced tea', 'Water, tap']","[19.48, 0]","[0.34, 0]","[240.75, 0]","[0.02, 0]",USA,metric,I’m sipping on 225 grams of Long Island iced tea with 240 grams of tap water for a quick snack.
"['Pancake syrup', 'Pancakes, plain', 'Coffee, Cafe Mocha, with non-dairy milk']","[13.92, 52.96, 51.09]","[0.02, 17.88, 4.66]","[53, 418.5, 267.84]","[0, 11.14, 5.65]",USA,metric,"This morning, I'm enjoying 150 grams of plain pancakes with a bit of syrup (20 grams) and a 496-gram serving of Cafe Mocha with non-dairy milk."
"['Pears, baby food, junior']",[19.72],[0.17],[74.8],[0.51],USA,metric,I'm having 170g of junior pears in baby food for my lunch.
"['Ground beef patty, cooked']",[0],[15.45],[231.2],[21.63],USA,metric,"For dinner, I’m having a cooked ground beef patty that weighs 85 grams."
"['Yogurt, Greek, nonfat milk, flavors other than fruit']",[25.41],[0.44],[191.1],[21.17],USA,metric,I'm snacking on 245 grams of nonfat Greek yogurt today.
"['Orange, raw', 'Potato chips, plain']","[18.1, 30.68]","[0.18, 19.37]","[72.38, 303.24]","[1.45, 3.64]",USA,metric,I’m snacking on 154 grams of raw orange and 57 grams of potato chips.
"['Potato chips, plain', 'Fruit juice drink (Capri Sun)', 'Cereal or granola bar, with coconut, chocolate coated']","[15.07, 18.6, 21.53]","[9.51, 0.13, 12.56]","[148.96, 72.54, 207.09]","[1.79, 0, 2.03]",USA,metric,"I’m enjoying 28 grams of plain potato chips, a 186-gram Capri Sun fruit juice drink, and a 39-gram coconut chocolate bar as a snack."
"['Turkey or chicken sausage', 'Bread, whole wheat, made from home recipe or purchased at bakery, toasted', 'Egg, whole, fried with oil', 'Grits, instant, made with water, no added fat', 'Milk, low fat (1%)']","[0.22, 20.85, 0.37, 21.96, 12.66]","[2.45, 1.79, 8.46, 0.59, 2.32]","[39.8, 108.8, 105.05, 96.2, 104.92]","[3.93, 4.06, 6.44, 2.04, 8.25]",USA,metric,"For breakfast, I had 20 grams of turkey sausage, 40 grams of toasted whole wheat bread, a fried egg weighing 55 grams, 148 grams of instant grits made with water, and a glass of 244 grams of 1% low-fat milk."
"['Strawberry milk, NFS']",[13.27],[4.71],[128.96],[8.26],USA,metric,"For dinner, I'm having 248 grams of NFS strawberry milk."
"['Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on whole wheat bread', 'Cheese flavored corn snacks (Cheetos)']","[24.19, 14.99]","[9.37, 10.08]","[201.04, 156.8]","[7.03, 1.64]",USA,metric,"For lunch, I’m having a 56.0g peanut butter and jelly sandwich made with regular peanut butter and jelly on whole wheat bread, along with 28.0g of Cheetos."
"['Chicken and vegetable entree with noodles, diet frozen meal']",[32.3],[6.26],[279.72],[25.37],USA,metric,"Dinner tonight is a diet frozen meal of chicken and veggies with noodles, which is 333 grams."
"['Soft drink, cola', 'Turkey with gravy, dressing, potatoes, vegetable, frozen meal']","[38.54, 42.76]","[0.93, 10.19]","[156.24, 335.36]","[0, 18.26]",USA,metric,"For dinner, I'm having a 262-gram turkey frozen meal with gravy, dressing, and potatoes, along with a 372-gram cola to drink."
"['Vegetable soup, home recipe']",[14.46],[2.04],[88.92],[4.17],USA,metric,I made some vegetable soup from a home recipe and I’m eating 234 grams of it for breakfast.
"['Water, bottled, unsweetened', 'Chicken, bacon, and tomato club sandwich, with lettuce and spread']","[0, 95.38]","[0, 38.64]","[0, 1056]","[0, 82.51]",USA,metric,"I’ve got 240 grams of bottled water and a 480-gram chicken, bacon, and tomato club sandwich for lunch."
"['Breadsticks, hard, NFS']",[6.84],[0.95],[41.2],[1.2],USA,metric,"For lunch today, it's 10 grams of hard breadsticks."
"['Mixed fruit juice with lowfat yogurt, baby food']",[18.79],[1.02],[94.72],[3.07],USA,metric,"For breakfast, I've got 128 grams of baby food that has mixed fruit juice and low-fat yogurt."
"['Coffee, brewed', 'Cereal or granola bar (General Mills Fiber One Chewy Bar)', 'Chewing gum, sugar free']","[0, 27.93, 1.9]","[0.05, 4, 0.01]","[2.4, 155.6, 5.36]","[0.29, 2, 0]",USA,metric,"For breakfast today, I drank 240 grams of brewed coffee, ate a 40-gram Fiber One chewy bar, and popped in 2 grams of sugar-free gum."
"['Water, bottled, unsweetened', 'Ham, smoked or cured, cooked, NS as to fat eaten', 'Grilled cheese sandwich, Cheddar cheese, on white bread']","[0, 0.34, 30.6]","[0, 1.9, 26.89]","[0, 42.24, 425.72]","[0, 5.7, 15.52]",USA,metric,"For lunch, I'm having a grilled cheese sandwich made with 116.0g of cheddar cheese on white bread, a slice of 28.35g smoked ham, and a bottle of 507.0g of unsweetened water."
"['Anchovy, canned']",[0],[4.37],[94.5],[13],USA,metric,I'm snacking on 45 grams of canned anchovies right now.
"['Yogurt, whole milk, fruit', 'Cheese, Mozzarella, part skim']","[21.01, 1.26]","[4.88, 5.78]","[147.9, 84.48]","[5.27, 6.72]",USA,metric,"For breakfast, I'm having 170 grams of whole milk yogurt with fruit and 28.35 grams of part-skim mozzarella cheese."
"['Pork skin rinds', 'Soft drink, pepper type', 'Pastry, meat / poultry-filled', 'Doughnut, cake type, with icing']","[0, 64.23, 26.04, 38.42]","[8.76, 1.55, 16.03, 17.39]","[152.32, 260.4, 287.3, 323.25]","[17.16, 0, 9.58, 3.19]",USA,metric,"Starting my day with 28 grams of pork skin rinds, a 620-gram pepper soft drink, an 85-gram pastry filled with meat, and a 75-gram iced doughnut."
"['Water, bottled, unsweetened', 'Crackers, cheese, reduced fat']","[0, 40.91]","[0, 7]","[0, 250.8]","[0, 6]",USA,metric,"For a snack, I'm having 240 grams of unsweetened bottled water and 60 grams of reduced fat cheese crackers."
"['Tea, hot, leaf, black', 'Beer, light']","[1.08, 5.9]","[0, 0]","[3.6, 104.4]","[0, 0.86]",USA,metric,"I’m having a snack that includes 360 grams of hot black tea and a light beer, also 360 grams."
"['Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked', 'Chicken wing, fried, coated, from pre-cooked', 'Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten']","[0, 3.89, 0]","[6.54, 11.3, 10.78]","[211.2, 160.6, 219.6]","[35.54, 10.22, 28.7]",USA,metric,"For lunch, I've got 120 grams of fried chicken breast, 55 grams of a fried wing, and 120 grams of fried chicken leg, all with the skin taken off."
"['Kit Kat', 'Tortilla chips, nacho cheese flavor (Doritos)', 'Water, bottled, unsweetened']","[27.77, 17.03, 0]","[11.18, 7.68, 0]","[222.74, 145.32, 0]","[2.8, 2.06, 0]",USA,metric,"At lunch, I'm enjoying 43 grams of Kit Kat, 28 grams of Doritos nacho cheese chips, and 360 grams of water."
"['Apples and chicken, baby food, strained', 'Prunes, baby food, strained']","[12.29, 16.7]","[1.56, 0.14]","[73.45, 71]","[2.44, 0.71]",USA,metric,"For breakfast, I've got 113 grams of baby food with apples and chicken and 71 grams of prunes."
"['Egg omelet or scrambled egg, made with oil', 'Apple juice, 100%']","[0.37, 23.62]","[8.46, 0.27]","[105.05, 96.14]","[6.44, 0.21]",USA,metric,"For my morning meal, I've got an egg omelet made with oil, weighing 55 grams, plus a serving of 100% apple juice at 209 grams."
"['Bread, wheat or cracked wheat, toasted', 'Peanut butter']","[13.06, 3.57]","[1.25, 8.18]","[75.25, 95.52]","[2.93, 3.6]",USA,metric,"For my morning meal, I have 25 grams of toasted wheat bread topped with 16 grams of peanut butter."
"['Burrito with meat', 'Water, bottled, unsweetened']","[23.26, 0]","[23.31, 0]","[389.62, 0]","[20.96, 0]",USA,metric,"For breakfast, it's a 161-gram burrito with meat and a big bottle of unsweetened water weighing 507 grams."
"['Potato, french fries, fast food', 'Double cheeseburger (McDonalds)']","[45.58, 29.65]","[16.2, 26.7]","[343.2, 465.3]","[3.77, 26.8]",USA,metric,"I had a McDonald's double cheeseburger, which is 165 grams, and 110 grams of french fries for lunch."
"['Pizza, with meat other than pepperoni, stuffed crust']",[44.74],[21.4],[457.56],[21.01],USA,metric,"For lunch, I'm having 164 grams of stuffed crust pizza with meat other than pepperoni."
"['Apple juice, 100%', 'Chocolate milk, NFS', 'Chicken fillet sandwich, from school cafeteria']","[14.01, 33.38, 27.42]","[0.16, 0, 7.42]","[57.04, 166.16, 230.92]","[0.12, 8.41, 13.45]",USA,metric,"This morning, I'm enjoying a 124-gram cup of apple juice, a 248-gram serving of chocolate milk, and a chicken fillet sandwich from school that weighs 92 grams."
"['Soft drink, cola', 'Potato, french fries, fast food', 'Big Mac (McDonalds)']","[77.08, 74.59, 44.14]","[1.86, 26.51, 28.9]","[312.48, 561.6, 535.05]","[0, 6.17, 24.48]",USA,metric,"For dinner, I'm having a 205-gram Big Mac from McDonald's with a side of 180 grams of fast food french fries and a 744-gram cola soft drink."
"['Quesadilla, just cheese, meatless', 'Italian sausage']","[45.8, 1.61]","[25.41, 19.65]","[486.45, 241.5]","[17.96, 13.65]",USA,metric,Lunch today is a 141-gram quesadilla filled with cheese and 75 grams of Italian sausage.
"['Water, bottled, unsweetened', 'Quesadilla, just cheese, meatless']","[0, 45.8]","[0, 25.41]","[0, 486.45]","[0, 17.96]",USA,metric,"I’m enjoying a cheese quesadilla, which is 141 grams, and drinking 240 grams of bottled water for lunch."
"['Tea, hot, leaf, green']",[0],[0],[2.4],[0.53],USA,metric,I'm having 240 grams of hot green tea for a snack.
"['Ketchup', 'Egg omelet or scrambled egg, with meat, no added fat']","[4.66, 0.58]","[0.02, 7.4]","[17.17, 109.9]","[0.18, 9.52]",USA,metric,"For breakfast, I enjoyed 70 grams of a meat-filled egg omelet along with 17 grams of ketchup."
"['Tamale with chicken', 'Water, bottled, unsweetened']","[18.94, 0]","[17.52, 0]","[275.2, 0]","[11.05, 0]",USA,metric,I enjoyed a chicken tamale that weighed 128 grams along with 507 grams of bottled water for dinner.
"['Soft drink, pepper type', 'Potato, french fries, fast food', 'Hamburger, from fast food, 1 medium patty']","[53.04, 60.09, 29.99]","[1.28, 21.36, 20.85]","[215.04, 452.4, 417.6]","[0, 4.97, 25.39]",USA,metric,"For dinner, I'm having a medium hamburger from fast food (145.0g) with a side of french fries (145.0g) and a 512.0g soft drink."
"['Cereal or granola bar (Quaker Chewy Granola Bar)', 'Breakfast tart', 'Water, bottled, unsweetened']","[16.85, 77.58, 0]","[3.98, 9.74, 0]","[100.32, 415.8, 0]","[1.36, 4.33, 0]",USA,metric,"I grabbed a 24g granola bar, a 108g Breakfast Tart, and I'm drinking 240g of bottled water for my snack."
"['Soft drink, fruit flavored, caffeine free', 'Water, bottled, unsweetened']","[37.72, 0]","[0.07, 0]","[148.8, 0]","[0.19, 0]",USA,metric,I’m snacking on a fruit-flavored soft drink that weighs 372 grams and some bottled water that’s 507 grams.
"['Water, tap', 'Orange, raw']","[0, 18.1]","[0, 0.18]","[0, 72.38]","[0, 1.45]",USA,metric,"For my snack, I poured myself 240 grams of tap water and grabbed a raw orange weighing 154 grams."
"['Biscuit, from refrigerated dough', 'Beef steak, battered, fried, NS as to fat eaten']","[22.07, 13.35]","[5.05, 15.8]","[145.8, 309.54]","[3.06, 28.41]",USA,metric,I’ve got a breakfast of a refrigerated dough biscuit weighing 45 grams and a fried beef steak that’s 134 grams.
"['Cookie, gluten free', 'Tea, iced, bottled, green, diet']","[22.81, 4.87]","[5.37, 0]","[142.2, 20.96]","[0.66, 0]",USA,metric,I have a 30g gluten-free cookie along with a 524g bottle of diet iced green tea for my lunch.
"['Chicken, baby food, junior', 'Corn, creamed, baby food, junior']","[0, 27.62]","[6.82, 0.68]","[103.66, 110.5]","[9.94, 2.38]",USA,metric,I’m enjoying 71 grams of junior chicken baby food and 170 grams of junior creamed corn for lunch.
"['Tea, iced, brewed, black, unsweetened', 'Water, tap', 'Banana, raw']","[2.16, 0, 28.78]","[0, 0, 0.42]","[7.2, 0, 112.14]","[0, 0, 1.37]",USA,metric,"For a snack, I'm having 720 grams of unsweetened brewed iced black tea, 240 grams of tap water, and a raw banana that weighs about 126 grams."
"['Hard candy', 'Tortilla chips, plain']","[13.72, 20.33]","[0.03, 6.2]","[55.16, 141.6]","[0, 2.13]",USA,metric,"For a snack, I'm having 14 grams of hard candy and 30 grams of plain tortilla chips."
"['Pork, spareribs, cooked, lean only eaten']",[0],[12.38],[276.04],[38.58],USA,metric,"This morning, I'm eating 134 grams of spareribs that are cooked and lean."
"['Bread, fruit', 'Gumdrops']","[19.36, 13.85]","[7.22, 0]","[149.24, 55.44]","[2.44, 0]",USA,metric,I have a snack of 41 grams of fruit bread and 14 grams of gumdrops.
"['Water, tap', 'Pasta with cream sauce and poultry, ready-to-heat']","[0, 40.55]","[0, 21.7]","[0, 420]","[0, 15.72]",USA,metric,"For dinner, it’s 240 grams of tap water alongside 250 grams of pasta with cream sauce and poultry."
"['Lettuce, raw', 'Water, tap']","[1.02, 0]","[0.05, 0]","[4.9, 0]","[0.4, 0]",USA,metric,"For my snack, I have 35 grams of raw lettuce and a glass of 240 grams of tap water."
"['Tortilla chips, nacho cheese flavor (Doritos)', 'Vienna sausage, canned']","[17.03, 2.94]","[7.68, 21.92]","[145.32, 259.9]","[2.06, 11.86]",USA,metric,"For dinner, I'm having 28 grams of nacho cheese Doritos with 113 grams of canned Vienna sausage."
"['Turkey, NFS']",[0],[0.62],[41.7],[8.64],USA,metric,"For dinner, I'm having 30 grams of turkey."
"['Applesauce, baby food, junior']",[17.51],[0],[62.9],[0],USA,metric,I'm having 170 grams of baby food applesauce as a snack.
"['Ice cream bar, vanilla, chocolate coated', 'Cheese flavored corn snacks (Cheetos)']","[18.38, 14.99]","[18.08, 10.08]","[248.25, 156.8]","[3.08, 1.64]",USA,metric,"For my snack, I have a 75g ice cream bar covered in chocolate and a serving of 28g Cheetos."
"['Tamale with meat', 'Soft taco with meat']","[18.94, 26.7]","[17.52, 14.16]","[275.2, 290.82]","[11.05, 14]",USA,metric,"For breakfast, I'm having a 128-gram tamale with meat and a 131-gram soft taco with meat."
"['Croissant sandwich with ham, egg, and cheese', 'Jelly, all flavors']","[29.42, 9.79]","[23.17, 0]","[404.55, 37.24]","[19.3, 0.02]",USA,metric,"I have a 155-gram croissant sandwich filled with ham, egg, and cheese, plus 14 grams of jelly for breakfast."
"['Water, bottled, unsweetened', 'Nectarine, raw']","[0, 12.85]","[0, 0.39]","[0, 54.6]","[0, 1.48]",USA,metric,I’m having a snack with 360 grams of bottled unsweetened water and a raw nectarine that weighs 140 grams.
"['Water, bottled, unsweetened', 'Carrots, raw']","[0, 11.5]","[0, 0.29]","[0, 49.2]","[0, 1.12]",USA,metric,I'm enjoying 600 grams of unsweetened bottled water along with 120 grams of raw carrots for lunch.
"['Water, bottled, unsweetened', 'Orange juice, 100%, canned, bottled or in a carton']","[0, 42.93]","[0, 0.45]","[0, 182.28]","[0, 2.53]",USA,metric,"For a quick snack, I'm having 507 grams of water and 372 grams of orange juice."
['Soy milk'],[12],[3.59],[104.92],[6.34],USA,metric,"I’ve got a serving of soy milk, weighing 244 grams, for dinner."
"['Soft drink, fruit flavored, caffeine containing', 'Cheeseburger, on white bun, 1 medium patty']","[47.73, 30.72]","[0, 26.75]","[182.28, 490.05]","[0, 29.57]",USA,metric,I’ve got a 372-gram fruit-flavored soft drink and a 165-gram cheeseburger for lunch.
['Italian sausage'],[0.22],[2.62],[32.2],[1.82],USA,metric,"This morning, I'm enjoying 10 grams of Italian sausage."
"['Bread, oatmeal', 'Egg salad, made with mayonnaise']","[13.58, 0.75]","[1.23, 17.12]","[75.32, 190.18]","[2.35, 7.59]",USA,metric,I'm enjoying 28 grams of oatmeal bread alongside 74 grams of egg salad for dinner.
"['Celery, raw', 'Chocolate milk, ready to drink, reduced fat', 'Hot pepper sauce', 'Burrito with beans, meatless']","[0.12, 30.08, 0.07, 32.47]","[0.01, 4.71, 0.07, 15.01]","[0.56, 188.48, 1.08, 326.4]","[0.03, 7.42, 0.12, 15.67]",USA,metric,"For lunch, I'm having 4 grams of raw celery, 248 grams of reduced fat chocolate milk, 9 grams of hot pepper sauce, and a 170-gram meatless burrito with beans."
"['Chocolate milk, ready to drink, reduced fat', 'Tortilla chips, nacho cheese flavor (Doritos)']","[30.08, 17.03]","[4.71, 7.68]","[188.48, 145.32]","[7.42, 2.06]",USA,metric,"For lunch, I'm having 248 grams of reduced fat chocolate milk and 28 grams of nacho cheese flavored Doritos."
"['Kit Kat', 'Roll, sweet, cinnamon bun, frosted']","[27.77, 43.74]","[11.18, 23.95]","[222.74, 406.8]","[2.8, 4]",USA,metric,I have a 43g Kit Kat and a 90g frosted cinnamon bun roll for a little snack.
"['Macaroni or noodles with cheese, made from packaged mix', 'Apple juice, 100%']","[50.99, 14.8]","[18.33, 0.17]","[409.4, 60.26]","[10.67, 0.13]",USA,metric,"For dinner, I'm having 230 grams of macaroni and cheese made from a packaged mix along with 131 grams of 100% apple juice."
"['Apple juice, 100%', 'Bagel']","[14.01, 55]","[0.16, 1.39]","[57.04, 277.2]","[0.12, 11.09]",USA,metric,"For lunch, I’m having a 105g bagel with 124g of 100% apple juice."
"['Barley soup, home recipe, canned, or ready-to-serve']",[47.08],[5.69],[308.36],[16.66],USA,metric,I have a 593-gram serving of ready-to-serve barley soup for dinner.
"['Water, bottled, unsweetened', 'Fajita with meat and vegetables']","[0, 20.92]","[0, 10.07]","[0, 234.3]","[0, 14.71]",USA,metric,I'm drinking 600 grams of bottled water alongside a 142-gram fajita filled with meat and veggies for lunch.
"['Water, bottled, unsweetened', 'Burrito with chicken and sour cream']","[0, 39.71]","[0, 35.99]","[0, 639.2]","[0, 39.44]",USA,metric,I'm enjoying a 507-gram bottle of water alongside a 272-gram chicken burrito with sour cream for dinner.
"['Bread, multigrain, toasted', 'Peanut butter', 'Water, tap']","[18.58, 3.57, 0]","[1.81, 8.18, 0]","[113.49, 95.52, 0]","[5.73, 3.6, 0]",USA,metric,"For breakfast, I'm having 39 grams of toasted multigrain bread with 16 grams of peanut butter and a glass of 240 grams of tap water."
"['Coffee, Cappuccino', 'SNICKERS Bar']","[6.62, 35.06]","[2.38, 13.59]","[64.8, 279.87]","[4.1, 4.29]",USA,metric,"For a snack, I'm having a cappuccino that weighs 240 grams and a 57-gram SNICKERS bar."
"['Orange, raw', 'Cookie, chocolate, with icing or coating']","[18.1, 42.76]","[0.18, 15.25]","[72.38, 319.41]","[1.45, 2.84]",USA,metric,"For a snack, I had a 154-gram raw orange and a 63-gram chocolate cookie with icing."
"['Shrimp, coated, fried, made with oil', 'Potato, french fries, from frozen, fried']","[3.31, 13.94]","[3.48, 8.44]","[63.6, 134.4]","[4.54, 1.5]",USA,metric,Dinner consists of 30 grams of fried shrimp and 60 grams of french fries.
"['Gerber Finger Foods, Puffs, baby food']",[10.74],[1.39],[58.94],[0.9],USA,metric,I’m having 14 grams of baby food puffs from Gerber for breakfast.
"['Popcorn, microwave, butter flavored', 'Tea, iced, bottled, black']","[47.59, 80.35]","[26.41, 1.64]","[457.3, 334.8]","[7.39, 0]",USA,metric,"For my snack, I’m enjoying some butter-flavored microwave popcorn, about 85 grams, along with 744 grams of bottled iced black tea."
"['Bacon, lettuce, tomato, and cheese submarine sandwich, with spread']",[41],[36.24],[605.8],[28.47],USA,metric,"For lunch, it's a 260-gram sandwich loaded with bacon, lettuce, tomato, cheese, and a nice spread."
"['Crackers, sandwich, cheese filled (Ritz)', 'Banana, raw']","[25.22, 28.78]","[11.29, 0.42]","[215.55, 112.14]","[3.45, 1.37]",USA,metric,"For lunch, I had 45 grams of cheese-filled Ritz crackers and a raw banana weighing 126 grams."
"['Soft drink, fruit flavored, caffeine containing, diet', 'Potato, french fries, fast food', 'Big Mac (McDonalds)']","[0, 74.59, 44.14]","[0, 26.51, 28.9]","[0, 561.6, 535.05]","[0.36, 6.17, 24.48]",USA,metric,"For dinner, I'm having a Big Mac from McDonald's (205.0g) with a side of fast food french fries (180.0g) and a diet fruit-flavored soft drink (360.0g)."
"['Egg, cheese and bacon on bagel']",[52.67],[31.27],[632.22],[33.58],USA,metric,"For breakfast, I'm having a bagel with egg, cheese, and bacon that weighs 246 grams."
"['Pizza, cheese, stuffed crust', 'Pizza with pepperoni, stuffed crust']","[44.4, 44.59]","[17.21, 24.62]","[405.52, 485.44]","[18.1, 21.19]",USA,metric,I’ve got a slice of cheese stuffed crust pizza weighing 148 grams and a slice of pepperoni stuffed crust pizza at 164 grams for lunch.
"['Cheeseburger, from school cafeteria', 'Chocolate milk, NFS']","[23.87, 33.38]","[8.64, 0]","[253, 166.16]","[18.89, 8.41]",USA,metric,"For lunch, I have a 100g cheeseburger and 248g of chocolate milk to drink."
"['Doughnut, chocolate', 'Water, bottled, unsweetened']","[38.96, 0]","[16.83, 0]","[312.75, 0]","[3.9, 0]",USA,metric,I have a 75-gram chocolate doughnut and 330 grams of unsweetened water for a quick snack.
['Gelatin dessert'],[13.48],[0],[57],[1.16],USA,metric,"For my snack, I have a 95g serving of gelatin dessert."
"['Pork, spareribs, barbecued, with sauce, lean and fat eaten']",[5.1],[8.92],[137.2],[8.58],USA,metric,I’ll eat 40 grams of barbecued pork spareribs with sauce for dinner.
"['Soft drink, cola, diet', 'Potato chips, ruffled, other flavored']","[1.74, 15.66]","[0.18, 8.7]","[12, 136.36]","[0.66, 1.82]",USA,metric,I’m drinking 600 grams of diet cola and snacking on 28 grams of potato chips for lunch.
"['Pizza, cheese, from school lunch, medium crust', 'Apple juice, 100%']","[43.66, 14.01]","[12.63, 0.16]","[367.5, 57.04]","[20.09, 0.12]",USA,metric,"I’ve got a piece of school lunch cheese pizza, medium crust, about 147 grams, and I’m drinking 124 grams of apple juice for lunch."
"['Breakfast tart', 'Orange juice, 100%, canned, bottled or in a carton']","[38.79, 14.31]","[4.87, 0.15]","[207.9, 60.76]","[2.17, 0.84]",USA,metric,"For breakfast, I'm having a breakfast tart that weighs 54 grams and a 124-gram serving of orange juice."
"['Turnover, meat- and cheese-filled, no gravy', 'Water, bottled, unsweetened']","[43.38, 0]","[12.98, 0]","[342.22, 0]","[13.01, 0]",USA,metric,I’ve got a meat and cheese turnover weighing 142g and a 600g bottle of unsweetened water for brunch.
"['Chicken breast, sauteed, skin not eaten']",[0],[6.54],[211.2],[35.54],USA,metric,I’m eating a serving of 120 grams of sautéed chicken breast for lunch.
"['Grits, with cheese, fat added']",[27.26],[12.65],[259.2],[8.54],USA,metric,"I’m having a hearty serving of cheesy grits, which is 240 grams, for breakfast."
"['Sweet potatoes, baby food, strained']",[9.37],[0.07],[40.47],[0.78],USA,metric,I'm eating 71 grams of sweet potato baby food for lunch.
"['Topping, chocolate flavored hazelnut spread', 'Pretzels, hard, white chocolate coated']","[12.47, 20.92]","[5.95, 3.97]","[107.8, 123.48]","[1.08, 1.66]",USA,metric,"For my snack, I'm enjoying 20 grams of chocolate flavored hazelnut spread along with 28 grams of white chocolate covered pretzels."
"['Pizza with meat other than pepperoni, from restaurant or fast food, medium crust', 'Water, tap', 'Caramel candy, chocolate covered', 'Cookie, brownie, without icing']","[42.26, 0, 6.57, 31.95]","[17.04, 0, 1.18, 8.15]","[386.4, 0, 37.53, 202.5]","[15.87, 0, 0.48, 2.4]",USA,metric,"For lunch, I had 138 grams of medium crust pizza topped with meat other than pepperoni, a glass of tap water weighing 240 grams, a piece of chocolate-covered caramel candy weighing 9 grams, and a brownie cookie without icing weighing 50 grams."
['Wine cooler'],[13.59],[0],[91.8],[0],USA,metric,I’ve got a wine cooler that weighs 135 grams for my snack.
"['Apple juice, 100%', 'Carrots, raw', 'Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on whole wheat bread']","[14.01, 5.75, 48.38]","[0.16, 0.14, 18.74]","[57.04, 24.6, 402.08]","[0.12, 0.56, 14.07]",USA,metric,"For lunch, I'm having a peanut butter and jelly sandwich (112 grams) on whole wheat bread, along with 124 grams of 100% apple juice and 60 grams of raw carrots."
"['Roast beef submarine sandwich, on roll, au jus']",[33.85],[24.67],[461.27],[23.82],USA,metric,I’ve got a 193g roast beef sub on a roll with some au jus for dipping.
['Alcoholic malt beverage'],[3.24],[0],[696],[10.8],USA,metric,I'm having a 1200-gram alcoholic malt beverage for a snack.
