description,carb,fat,energy,protein,country,amount_type,queries
"['Orange juice, 100%, canned, bottled or in a carton']",[57.24],[0.6],[243.04],[3.37],USA,metric,"For a snack, I’ve got 496 grams of orange juice in a bottle."
"['Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread', 'Hot chocolate / Cocoa, made with dry mix and water']","[48.38, 28.27]","[18.74, 1.36]","[402.08, 133.92]","[14.07, 2.26]",USA,metric,"I have a 112-gram peanut butter and jelly sandwich on wheat bread for breakfast, along with a 248-gram cup of hot chocolate made from a dry mix."
"['Truffles', 'Carbonated water, unsweetened']","[6.45, 0]","[4.15, 0]","[66.43, 0]","[0.88, 0]",USA,metric,"For a snack, I have 13 grams of truffles and 360 grams of unsweetened carbonated water."
"['Potato, french fries, fast food', 'Water, tap', 'Fish sandwich, fried, from fast food, with cheese']","[60.09, 0, 34.29]","[21.36, 0, 16.59]","[452.4, 0, 385.05]","[4.97, 0, 23.1]",USA,metric,"For lunch, I'm having 145 grams of fast food French fries, a 240-gram cup of tap water, and a 151-gram fried fish sandwich with cheese from a fast food place."
"['Sugar substitute, saccharin, powder', 'Tea, hot, leaf, black', 'Orange juice, 100%, with calcium added, canned, bottled or in a carton']","[0.89, 0.72, 13.97]","[0, 0, 0.15]","[3.6, 2.4, 58.28]","[0.01, 0, 0.84]",USA,metric,"For my snack, I mixed 1 gram of saccharin powder into 240 grams of hot black tea and had 124 grams of orange juice with calcium."
"['Milk, reduced fat (2%)', 'Cereal (General Mills Cinnamon Toast Crunch)']","[11.98, 31.2]","[4.64, 4.1]","[122, 164]","[8.17, 2.18]",USA,metric,I’m starting my day with 40 grams of Cinnamon Toast Crunch cereal and 244 grams of reduced fat milk for breakfast.
"['Potato chips, baked, plain', 'Water, bottled, unsweetened']","[19.99, 0]","[5.1, 0]","[131.32, 0]","[1.4, 0]",USA,metric,"For my snack, I’m enjoying 28 grams of baked potato chips and a 507-gram bottle of water."
"['Cookie, molasses']",[33.21],[5.76],[193.5],[2.52],USA,metric,"For a snack, I grabbed a 45-gram cookie made with molasses."
"['Chocolate milk, ready to drink, reduced sugar, NS as to milk', 'Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on white bread', 'Apple, raw']","[19.05, 25.32, 27.62]","[2.58, 9.26, 0.34]","[141.36, 203.28, 104]","[8.51, 6.45, 0.52]",USA,metric,"For lunch, I'm having 248 grams of reduced sugar chocolate milk, a peanut butter and jelly sandwich on white bread weighing 56 grams, and a raw apple that weighs 200 grams."
"['Ice cream, vanilla, with additional ingredients', 'Potato chips, plain']","[42.71, 15.07]","[16.46, 9.51]","[338.8, 148.96]","[5.14, 1.79]",USA,metric,"For a snack, I have 140 grams of vanilla ice cream with some extra ingredients and 28 grams of plain potato chips."
"['Pizza, cheese, with fruit, medium crust', 'Pizza, cheese, with vegetables, from restaurant or fast food, medium crust']","[30.68, 29.79]","[8.44, 8.43]","[238, 234.74]","[9.97, 10]",USA,metric,Lunch today consists of 100 grams of medium crust cheese pizza with fruit and 97 grams of medium crust cheese pizza with vegetables.
"['Coffee, brewed', 'Sugar substitute, aspartame, powder', 'Soft drink, cola, diet', 'Cream, half and half']","[0, 0.89, 1.04, 0.64]","[0.05, 0, 0.11, 1.72]","[2.4, 3.65, 7.2, 19.65]","[0.29, 0.02, 0.4, 0.47]",USA,metric,"For a snack, I'm having 240 grams of brewed coffee with a gram of aspartame and a diet cola that weighs 360 grams. I also added 15 grams of half and half cream."
['Oatmeal beverage with water'],[26.31],[0.37],[106.64],[0.62],USA,metric,I’ve got a drink made from 248 grams of oatmeal and water for breakfast.
"['Fruit smoothie, with whole fruit, no dairy']",[70.79],[1.46],[286.2],[3.46],USA,metric,"I’ve got a 540-gram fruit smoothie for breakfast, made from whole fruits and completely dairy-free."
"['Peanuts, dry roasted, salted']",[10.63],[24.83],[293.5],[12.18],USA,metric,"For a snack, I'm having 50 grams of dry roasted salted peanuts."
"['Snack bar, oatmeal', 'Banana, raw']","[45.28, 28.78]","[4, 0.42]","[233.4, 112.14]","[4, 1.37]",USA,metric,"For breakfast, I’m enjoying a 60g oatmeal snack bar paired with a 126g banana."
"['Chicken breast, rotisserie, skin eaten', 'Soft drink, cola', 'Spanish rice, from restaurant']","[0.12, 64.23, 75.72]","[9.97, 1.55, 12.85]","[227.5, 260.4, 449.55]","[34.28, 0, 7.97]",USA,metric,"My lunch consists of 130 grams of chicken breast, a 620-gram cola, and 243 grams of Spanish rice from the restaurant."
"['Potato chips, barbecue flavored', 'Beer, low carb']","[15.66, 2.63]","[8.7, 0]","[136.36, 97.2]","[1.82, 0.61]",USA,metric,I have 28 grams of barbecue-flavored potato chips and a 360-gram beer for my snack.
"['Chicken breast, rotisserie, skin not eaten']",[0],[4.28],[172.8],[33.65],USA,metric,"For breakfast, I'm having 120 grams of rotisserie chicken breast without the skin."
"['Rice, white, cooked, glutinous']",[36.49],[0.33],[167.04],[3.5],USA,metric,"For lunch, I'm having 174 grams of cooked glutinous white rice."
"['Coffee, instant, reconstituted', 'Tea, hot, leaf, green']","[1.51, 0]","[0, 0]","[7.2, 2.4]","[0.24, 0.53]",USA,metric,I'm sipping on 240 grams of instant coffee and 240 grams of hot green tea for my snack.
['Churros'],[21.99],[9.99],[188.55],[2.72],USA,metric,I decided to snack on 45 grams of churros.
"['Salisbury steak dinner, NFS, frozen meal']",[34.13],[26.02],[452.4],[21.28],USA,metric,"I'm going to have a frozen Salisbury steak dinner for lunch, and it’s 312 grams."
"['Pasta with tomato-based sauce and meat, home recipe']",[47.88],[6.45],[307.5],[14.65],USA,metric,Dinner tonight is 250 grams of pasta with a tomato sauce and meat that I made myself.
"[""Cereal or granola bar (Kellogg's Special K bar)""]",[16.73],[2.09],[94.07],[2.09],USA,metric,I grabbed a 23g cereal bar from Kellogg's Special K for a quick snack.
"['Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar)', 'Water, bottled, unsweetened']","[13.52, 0]","[4.16, 0]","[98.91, 0]","[2.12, 0]",USA,metric,I’ve got a 21g granola bar from Nature Valley and 507g of bottled unsweetened water for breakfast.
"['Ice cream sandwich, vanilla', 'Cookie, oatmeal, with raisins']","[26.91, 20.61]","[8.85, 5.43]","[198, 135]","[3.21, 1.86]",USA,metric,"For a snack, I'm having a 75-gram vanilla ice cream sandwich and a 30-gram oatmeal cookie with raisins."
"['Chicken or turkey noodle soup, canned or ready-to-serve', 'Orange juice, 100%, with calcium added, canned, bottled or in a carton']","[16.33, 13.97]","[4.15, 0.15]","[127.68, 58.28]","[6.38, 0.84]",USA,metric,"For lunch, I warmed up 532 grams of chicken noodle soup and drank 124 grams of orange juice."
"['Cereal or Granola bar, NFS']",[27.69],[8.51],[202.53],[4.34],USA,metric,I'm enjoying a 43g granola bar as a snack.
['Cheeseburger (McDonalds)'],[28.01],[14.19],[297],[14.84],USA,metric,"I’ll be enjoying a McDonald's cheeseburger for lunch, and it weighs 110 grams."
"['Tea, hot, leaf, green, decaffeinated']",[0],[0],[0],[0],USA,metric,I'm having 360 grams of decaffeinated green leaf tea for a snack.
"['Water, bottled, unsweetened', 'Fruit juice drink']","[0, 18.6]","[0, 0]","[0, 74.4]","[0, 0]",USA,metric,I have a snack with 240 grams of water and 744 grams of a fruit juice drink.
"['Banana, raw', 'Potato chips, barbecue flavored', 'Water, tap']","[28.78, 13.98, 0]","[0.42, 7.76, 0]","[112.14, 121.75, 0]","[1.37, 1.63, 0]",USA,metric,"I’ve got a 126-gram banana, 25 grams of barbecue potato chips, and 240 grams of tap water for my snack."
"['Potato chips, ruffled, sour cream and onion flavored']",[15.66],[8.7],[136.36],[1.82],USA,metric,"For my snack, I have 28 grams of those sour cream and onion ruffled potato chips."
"['Cereal or granola bar (Quaker Chewy Granola Bar)', 'Cookie, butter or sugar']","[16.85, 13.47]","[3.98, 3.91]","[100.32, 92.8]","[1.36, 1.07]",USA,metric,"For a snack, I'm having a 24g Quaker Chewy Granola Bar and a 20g butter cookie."
"['Ice cream cone, scooped, chocolate', 'Fruit snacks candy, with high vitamin C']","[37.79, 22.87]","[13.55, 0]","[280, 91.52]","[4.96, 0.02]",USA,metric,"For a snack, I'm having a 125g chocolate ice cream cone and 26g of fruit snacks candy."
"['Cake or cupcake, yellow, with icing or filling']",[60.34],[19.35],[413.11],[3.44],USA,metric,"I enjoyed a piece of yellow cake with icing as a snack, weighing 109 grams."
"['Pizza with meat other than pepperoni, from restaurant or fast food, medium crust']",[42.26],[17.04],[386.4],[15.87],USA,metric,"For lunch, I’m enjoying a 138-gram medium crust pizza topped with various meats besides pepperoni."
"['Cheeseburger, on white bun, 1 medium patty']",[30.72],[26.75],[490.05],[29.57],USA,metric,"I'm eating a cheeseburger on a white bun for dinner, and it weighs 165 grams."
"['Corn dog, frankfurter or hot dog with cornbread coating', 'Ketchup', 'Tortilla chips, nacho cheese flavor (Doritos)', 'Fruit cocktail, canned, NFS', 'Potato chips, ruffled, cheese flavored']","[23.72, 4.66, 17.03, 15.93, 15.66]","[10.58, 0.02, 7.68, 0.09, 8.7]","[220, 17.17, 145.32, 61.02, 136.36]","[7.54, 0.18, 2.06, 0.46, 1.82]",USA,metric,"For a snack, I'm having an 88-gram corn dog with 17 grams of ketchup on the side, along with 28 grams of nacho cheese Doritos and 113 grams of canned fruit cocktail. I also grabbed 28 grams of cheese-flavored ruffled potato chips. And just to mix things up, I added 28 grams of tortilla chips, nacho cheese flavor to the plate!"
"['Egg, whole, boiled or poached']",[0.36],[4.76],[71.5],[6.28],USA,metric,"For breakfast, I have a whole boiled egg weighing 50 grams."
"['Chimichanga, meatless']",[98.68],[32.99],[792],[26.06],USA,metric,"I’m eating a meatless chimichanga for dinner, and it’s 396 grams."
"['Tea, iced, bottled, black']",[53.57],[1.09],[223.2],[0],USA,metric,"For a snack, I’m drinking 496 grams of bottled iced black tea."
"['Water, bottled, unsweetened', 'Nectarine, raw']","[0, 12.85]","[0, 0.39]","[0, 54.6]","[0, 1.48]",USA,metric,I’m having a snack with 360 grams of bottled unsweetened water and a raw nectarine that weighs 140 grams.
"['Chicken fillet sandwich, fried, on white bun; with cheese']",[40.35],[22.35],[450.8],[21.75],USA,metric,"I'm eating a fried chicken sandwich with cheese on a white bun, and it weighs 161 grams for lunch."
"['Popsicle', 'Bread, Italian, Grecian, Armenian']","[9.62, 14.91]","[0.12, 0.85]","[39.5, 80.29]","[0, 2.94]",USA,metric,"For a snack, I'm having a 50g Popsicle and 31g of Italian bread."
"['Water, bottled, unsweetened', 'Broccoli, fresh, cooked, no added fat']","[0, 10.7]","[0, 0.59]","[0, 54.25]","[0, 4.54]",USA,metric,"For lunch today, I’m drinking 600 grams of unsweetened bottled water and eating 155 grams of cooked broccoli."
"['Chewing gum, regular']",[3.87],[0.01],[14.4],[0],USA,metric,I have 4 grams of regular chewing gum for my snack.
"['Ice cream bar, vanilla']",[27.84],[18.95],[268.5],[1.58],USA,metric,"For a snack, I picked up a 75g ice cream bar in vanilla flavor."
"['Roll, white, hot dog bun', 'Ketchup']","[22.55, 4.66]","[1.76, 0.02]","[125.55, 17.17]","[4.4, 0.18]",USA,metric,"For dinner, I’m eating a 45-gram white hot dog bun and adding 17 grams of ketchup."
"['Beans and rice, with meat']",[40.02],[7.21],[275.4],[12.73],USA,metric,"For lunch, I'm having 170 grams of beans and rice with meat."
"['Orange juice, 100%, with calcium added, canned, bottled or in a carton', 'Muffin, fruit', 'Milk, reduced fat (2%)']","[13.97, 13.25, 11.98]","[0.15, 4.02, 4.64]","[58.28, 93.75, 122]","[0.84, 1.12, 8.17]",USA,metric,"At breakfast, I have 124 grams of orange juice with calcium, a 25-gram fruit muffin, and 244 grams of 2% reduced fat milk."
"['Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on white bun', 'Sports drink (Powerade)']","[24.84, 29.16]","[12.14, 0.19]","[259.08, 119.04]","[11.73, 0]",USA,metric,"For dinner, I'm having a plain chicken and turkey hot dog sandwich on a white bun, weighing about 102 grams, along with a Powerade sports drink that weighs 372 grams."
"['bread,bun,plain', 'sugar,white,raw (zambia sugar)']","[63.8, 27.0]","[4.2, 0.0]","[335, 104]","[9.6, 0.0]",ZMB,metric,"For breakfast, I ate a plain bun weighing 126 grams and sprinkled on 27 grams of raw sugar."
"['groundnuts,in-shell,fresh,boiled', 'sweetpotato,orange,wo/skin,fresh,boiled']","[36.4, 61.4]","[37.6, 0.2]","[544, 262]","[23.1, 4.8]",ZMB,metric,"For lunch, I had 171 grams of boiled fresh groundnuts in their shells and 230 grams of boiled orange sweet potato without skin."
"['* fish,kasepa(type 6),dried,raw *boiled*', '* maize flour,white variety,roller meal (unrefined),raw *boi', '* onion, large bulb, fresh, raw *boiled*', '* tomato,ripe,fresh,raw *boiled*', 'fritters']","[0.0, 26.1, 0.3, 0.4, 24.4]","[1.9, 1.3, 0.0, 0.0, 11.0]","[33, 123, 1, 2, 204]","[3.8, 2.3, 0.0, 0.1, 2.5]",ZMB,metric,"I’ve got 9 grams of boiled kasepa fish, 34 grams of raw maize flour, 3 grams of onion, 9 grams of tomato, and 48 grams of fritters for breakfast."
"['* maize flour,white variety,roller meal (unrefined),raw *boi', '* onion, large bulb, fresh, raw *boiled*', '* tomato,ripe,fresh,raw *boiled*', 'milk,cow,whole,fresh,raw', 'orange,fresh,raw', 'sweetpotato,orange,w/skin,fresh,boiled', 'sweetpotato,yellow,w/skin,fresh,boiled']","[39.2, 0.5, 0.7, 8.7, 8.4, 35.5, 70.8]","[2.0, 0.0, 0.0, 6.4, 0.1, 0.1, 0.3]","[184, 2, 3, 116, 33, 152, 302]","[3.5, 0.1, 0.2, 6.2, 0.6, 2.8, 5.6]",ZMB,metric,"I had a breakfast consisting of 51g of raw white maize flour, 5g of boiled onion, and 19g of boiled tomato. I also drank 193g of fresh whole milk, ate a 71g orange, and had 133g of boiled orange sweet potato along with 265g of boiled yellow sweet potato."
"['* maize flour,white variety,roller meal (unrefined),raw *boi', '* onion, large bulb, fresh, raw *boiled*', '* pumpkin leaves, fresh, raw, *boiled*', '* tomato,ripe,fresh,raw *boiled*', 'pork,medium fat,fresh,boiled']","[80.7, 0.1, 0.1, 0.2, 0.0]","[4.1, 0.0, 0.0, 0.0, 0.5]","[379, 0, 1, 1, 9]","[7.2, 0.0, 0.2, 0.0, 1.0]",ZMB,metric,"For dinner, I had 105g of raw maize flour along with a boiled large onion (1g), 5g of boiled pumpkin leaves, 5g of boiled ripe tomato, and 4g of boiled medium fat pork."
"['* beans, white (navy), dried, raw *boiled*', '* beans,kidney(isweta),fresh,raw *boiled*', '* groundnuts, powder, raw, *boiled*', '* maize flour,white variety,roller meal (unrefined),raw *boi', '* onion, large bulb, fresh, raw *boiled*', '* sweetpotato leaves, fresh, raw, *boiled*', '* tomato,ripe,fresh,raw *boiled*']","[28.9, 2.7, 2.6, 88.4, 1.2, 1.7, 1.7999999999999998]","[0.4, 0.0, 7.9, 4.5, 0.0, 0.1, 0.1]","[160, 15, 91, 415, 5, 9, 8]","[11.2, 1.0, 4.1, 7.9, 0.2, 1.0, 0.4]",ZMB,metric,"For a snack, I had 48g of boiled white navy beans, 16g of boiled kidney beans, 16g of boiled groundnut powder, 115g of boiled white maize flour, 13g of boiled large onion, 26g of boiled sweet potato leaves, and 45g of boiled ripe tomato."
"['Alcoholic beverage, wine, white wine, table type', 'Apple, peeled, fresh', 'Bread, white, pastry flour (9% protein, Italian ""tipo 00"")', 'Butter', 'Cream, fluid, 35% fat', 'Lettuce, raw', 'Parsley, raw', 'Pasta, tortellini filled with meat, raw', 'Pork, processed meat, ham, cooked', 'Veal, raw', 'Vegetable oil, olive oil', 'Water, bottled water - Fabia', 'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour']","[0.0, 19.65, 30.11, 0.09, 0.76, 0.45, 0.0, 36.49, 0.09, 0.07, 0.0, 0.0, 4.17]","[0.0, 0.15, 0.18, 7.13, 7.88, 0.08, 0.0, 5.19, 1.52, 0.73, 16.259999999999998, 0.0, 0.04]","[0, 80, 130, 65, 76, 4, 0, 219, 22, 67, 147, 0, 18]","[0.0, 0.45, 3.87, 0.07, 0.52, 0.36, 0.01, 8.92, 2.05, 15.15, 0.0, 0.0, 0.59]",ITA,metric,"For a snack, I had 0.1g of white wine, 150g of a peeled fresh apple, 45g of white pastry flour bread, 8.6g of butter, and 22.5 35% fluid cream. I also enjoyed 20.25g of raw lettuce, 0.2g of raw parsley, 73.1g of meat filled tortellini pasta, 10.3g of cooked ham, 73.2g of raw veal, 16.3g of olive oil, 160g of Fabia bottled water, and 5.4g of 9% protein wheat flour."
"['Melba toast, sweet', 'Sugar', 'Tea, brewed, prepared with tap water, without sugar', 'Water, bottled water - Levissima', 'Yoghurt, whit fruit, whole milk']","[13.17, 8.36, 0.0, 0.0, 15.75]","[0.96, 0.0, 0.0, 0.0, 3.5]","[65, 31, 0, 0, 110]","[1.81, 0.0, 0.15, 0.0, 3.5]",ITA,metric,"At lunch, I had some sweet Melba toast weighing 16g with 8g of sugar. I also had 150g of brewed tea, 80g of Levissima water, and 125g of whole milk yogurt with fruit."
"['Crackers, wheat crackers, with salt on the surface', 'Juice, orange juice, commercially prepared, without added sugar']","[24.03, 15.3]","[3.0, 0.15]","[128, 64]","[2.82, 0.9]",ITA,metric,"For a snack, I'm having 30 grams of salted wheat crackers and 150 grams of commercially prepared orange juice."
"['Biscuits, biscuits ""Savoiardi""', 'Coffee, brewed, espresso, homemade, without sugar', 'Milk, cow, skimmed', 'Sugar']","[5.58, 0.22, 5.96, 8.36]","[0.74, 0.0, 0.22, 0.0]","[31, 2, 40, 31]","[0.95, 0.15, 4.05, 0.0]",ITA,metric,"For a snack, I had 8g of Savoiardi biscuits with 37.5g of homemade espresso and 112.5g of skim milk, plus 8g of sugar."
"['Alcoholic beverage, wine, red wine, table type', 'Beef, meat, lean and fat, raw', 'Bread, white, pastry flour, ""Rosetta"", traditional bread from Italy', 'Carrots, raw', 'Celery, raw', 'Coffee, brewed, espresso, restaurant, bar-prepared, without sugar', 'Onion, raw', 'Pasta, unenriched, dry, raw', 'Pork, processed meat, pork sausage, fresh, raw', 'Tomato, peeled tomato, canned', 'Vegetable oil, extra-virgin olive oil', 'Water, tap water']","[0.0, 0.0, 51.84, 1.66, 0.52, 0.36, 1.77, 69.13, 0.56, 3.75, 0.0, 0.0]","[0.0, 5.81, 1.71, 0.0, 0.04, 0.0, 0.03, 1.22, 25.03, 0.62, 8.29, 0.0]","[120, 100, 242, 8, 4, 2, 8, 309, 285, 26, 75, 0]","[0.0, 11.94, 8.1, 0.24, 0.5, 0.24, 0.31, 9.53, 14.44, 1.5, 0.0, 0.0]",ITA,metric,"For a snack, I'm having 160.4g of red table wine along with 62.5g of raw beef. I also have 90g of traditional Italian white bread and some raw carrots (21.9g) and celery (21.9g). I’ve brewed some espresso (60g) without sugar to go with my meal, plus I have some raw onion (31g) and rich canned tomato (125g). To round it all off, I'm drizzling a bit of extra-virgin olive oil (8.3g) and having a glass of tap water (160g) on the side. Additionally, I’m enjoying some pasta (87.4g) and fresh raw pork sausage (93.8g) as part of my spread."
"['Beef, lean beef meat, raw', 'Cheese, Parmesan, hard type', 'Lettuce, raw', 'Meat extract', 'Pasta, unenriched, dry, raw', 'Vegetable oil, extra-virgin olive oil', 'Vinegar', 'Water, bottled water - San Benedetto', 'Water, tap water']","[0.0, 0.0, 0.55, 0.0, 34.17, 0.0, 0.04, 0.0, 0.0]","[3.1, 2.81, 0.1, 0.0, 0.6, 13.49, 0.0, 0.0, 0.0]","[113, 39, 5, 3, 152, 121, 0, 0, 0]","[21.3, 3.35, 0.45, 0.65, 4.71, 0.0, 0.02, 0.0, 0.0]",ITA,metric,"For a snack, I have 100g of raw lean beef, 10g of hard Parmesan cheese, and 25g of raw lettuce. I also added 1.2g of meat extract, 43.2g of dry pasta, 13.5g of extra-virgin olive oil, 6.0g of vinegar, and a splash of vinegar. To wash it down, I’ve got 320g of bottled water from San Benedetto and 285g of tap water."
"['Oat rolled grains', 'Sandwich bread (hamburger roll-type), INGREDIENT = Egg yolk', 'Traditional margarine, QUALITATIVE-INFO = With added salt', 'Unbottled water', 'White sugar']","[8.64, 26.59, 0.04, 0.0, 10.52]","[1.02, 3.91, 12.15, 0.0, 0.0]","[50, 155, 108, 0, 41]","[1.6, 4.49, 0.09, 0.0, 0.0]",PER,metric,"I’m having dinner with 12.8 grams of oat rolled grains, a hamburger roll with egg yolk weighing 48g, 15g of salted margarine, 148.4g of water, and 10.6g of sugar."
"['Broad beans (without pods)', 'Carrots', 'Evaporated milk (liquid, unsweetened)', 'Garlic, PART-CONSUMED-ANALYSED = W/o peel', 'Miscellaneous pelagic marine fishes, SOURCE = Cheilodactylidae (as animal)', 'Peppers, dried, SOURCE-COMMODITIES = Chinese capsicum, PROCESS = Grinding / milling / crushing, PROCESS = Boiling, PROCESS = Sun drying', 'Potatoes, PART-CONSUMED-ANALYSED = W/o peel', 'Pumpkins', 'Rice grain, PROCESS = Raw, no heat treatment', 'Salt, iodised and fluoridated', 'Soya bean oil, refined', 'Unbottled water', 'White sugar']","[1.29, 0.37, 1.78, 0.09, 0.0, 0.18, 8.99, 1.24, 26.65, 0.0, 0.0, 0.0, 7.04]","[0.04, 0.02, 1.38, 0.0, 0.19, 0.02, 0.15, 0.04, 0.24, 0.0, 4.300000000000001, 0.0, 0.0]","[8, 2, 24, 0, 33, 1, 40, 5, 121, 0, 38, 0, 27]","[0.56, 0.02, 1.18, 0.02, 7.26, 0.05, 0.77, 0.14, 2.05, 0.0, 0.0, 0.0, 0.0]",PER,metric,"For lunch, I had 5g of broad beans (without pods), 4g of carrots, and 18.4g of unsweetened evaporated milk (liquid). I also included 0.3g of garlic (without peel), 38.6g of pelagic marine fish (from the Cheilodactylidae family), and 2.2g of dried peppers (Chinese capsicum). Additionally, I had 38.6g of potatoes (without peel), 19.3g of pumpkins, and 33.7g of rice grain (raw, no heat treatment). I seasoned it with 2.6g of iodised and fluoridated salt, drizzled with 4.3g of refined soya bean oil, and added 245.2g of unbottled water to keep it refreshing, finishing off with 7.1g of white sugar to sprinkle a touch of sweetness."
"['Apples', 'Brown sugar', 'Hen eggs', 'Unbottled water']","[1.28, 5.83, 0.43, 0.0]","[0.01, 0.0, 1.99, 0.0]","[5, 23, 33, 0]","[0.03, 0.0, 3.2, 0.0]",PER,metric,"For breakfast, I had 8.8 grams of apples, 6 grams of brown sugar, 23.7 grams of hen eggs, and 95.6 grams of unbottled water."
"['Dried durum pasta, FORTIFICATION-AGENT = Iron, QUALITATIVE-INFO = Fortified', 'Potatoes', 'Salt, iodised and fluoridated', 'Soya bean oil, refined', 'Unbottled water']","[3.11, 1.03, 0.0, 0.0, 0.0]","[0.01, 0.0, 0.0, 0.1, 0.0]","[13, 4, 0, 1, 0]","[0.38, 0.1, 0.0, 0.0, 0.0]",PER,metric,"I’m having dinner with 4 grams of dried durum pasta, 4.6 grams of potatoes, a bit of 0.1 grams iodized salt, and 0.1 grams of refined soya bean oil, along with 4.6 grams of water."
"['Doughnuts-berliner', 'Lupins (without pods), PART-CONSUMED-ANALYSED = W/o peel', 'Maize grain, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = White', 'Mandarins', 'Oranges', 'Yoghurt, cow milk, flavoured']","[49.16, 0.69, 23.13, 17.18, 13.25, 1.21]","[0.0, 0.7, 1.22, 0.6, 0.24, 0.14]","[233, 11, 104, 70, 55, 8]","[31.91, 0.69, 1.79, 1.2, 1.46, 0.49]",PER,metric,"For my snack, I've got 69g of Berliner doughnuts, 4g of lupins, and 30.4g of raw maize. On the side, I have 199.8g of mandarins, 121.6g of oranges, and 12g of yogurt."
"['Rice grain, PROCESS = Raw, no heat treatment', 'Salt, iodised and fluoridated', 'Soya bean oil, refined', 'Unbottled water']","[0.55, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0]","[0.04, 0.0, 0.0, 0.0]",PER,metric,"For lunch, I am having 0.7g of raw rice and 1.3g of unbottled water."
"['BLACK EYED PEAS, BOILED', 'FRESH COCONUT', 'WATER']","[19.3, 4.09, 0.0]","[7.0, 11.98, 0.0]","[165, 117, 0]","[7.18, 1.1, 0.0]",LKA,metric,"This morning, I’m eating 100 grams of boiled black-eyed peas, 30 grams of fresh coconut, and drinking 125 grams of water."
"['BISCUIT', 'MARGARINE']","[25.68, 0.04]","[11.34, 19.5]","[222, 172]","[4.25, 0.03]",LKA,metric,I'm snacking on a 60g biscuit and adding 30g of margarine on top.
['PAPAYA JUICE'],[29.0],[0.3],[114],[0.34],LKA,metric,I’ve got 200 grams of papaya juice to enjoy as a snack.
"['BISCUIT', 'BREAD WHITE', 'ROLLS PLAIN - HAMBURGER, HOTDOG']","[25.68, 1.97, 32.06]","[11.34, 0.14, 2.5]","[222, 11, 179]","[4.25, 0.38, 6.25]",LKA,metric,"I'm having a snack that consists of a 60g biscuit, 4g of white bread, and a 64g plain roll."
"['FISH CURRY', 'PARATHA']","[4.01, 116.68]","[3.29, 33.92]","[56, 838]","[3.01, 16.35]",LKA,metric,I’m having a 61g serving of fish curry along with 257 grams of paratha for dinner.
"['BROWN RICE, COOKED', 'CABBAGE, COOKED', 'DHAL CURRY', 'MUSHROOM, COOKED', 'WATER']","[50.8, 0.88, 3.69, 1.78, 0.0]","[1.92, 0.47, 1.68, 1.61, 0.0]","[244, 8, 33, 25, 0]","[5.46, 0.19, 1.1, 1.69, 0.0]",LKA,metric,"Lunch today includes 200 grams of brown rice, 15 grams of cabbage, 30 grams of dhal curry, and 45 grams of cooked mushrooms. Plus, I'm drinking 250 grams of water."
"['APPLE', 'BREAD, ROLL', 'PRETZEL, POPPY']","[27.6, 34.8, 69.4]","[0.3, 4.8, 3.1]","[104.0, 209.0, 338.0]","[0.5, 6.5, 8.2]",ROU,metric,"For breakfast today, I had 200 grams of apple, a 65g roll, and 100g of a poppy pretzel."
"['COFFEE, UNSWEETENED', 'MEATBALL SOUP', 'SPAGHETTI WITH MEAT']","[0.0, 12.899999999999999, 61.6]","[0.0, 5.8, 43.8]","[1.0, 156.0, 814.0]","[0.1, 14.3, 39.7]",ROU,metric,I’ve got a 75g cup of unsweetened coffee paired with 364.2g of meatball soup and 352.5g of spaghetti and meat for lunch.
"['GRILLED PEPPER SALAD', 'MIXED VEGETABLES SOUP', 'POTATO', 'SCHNITZEL']","[14.700000000000001, 16.099999999999998, 20.0, 19.099999999999998]","[20.4, 20.8, 0.1, 51.800000000000004]","[241.0, 260.0, 86.0, 814.0]","[2.1, 2.8, 1.7, 63.8]",ROU,metric,"I'm enjoying a 240.5g grilled pepper salad, 397g mixed vegetable soup, a 100g potato, and a 310g schnitzel for lunch."
"['EGG', 'PORK FAT, FRIED']","[1.1, 0.0]","[10.6, 24.9]","[155.0, 224.0]","[12.6, 0.0]",ROU,metric,"This morning, I had 100 grams of eggs and 25 grams of fried pork fat."
"['JUICE, VEGETABLES', 'KIWI', 'WATER, BOTTLED']","[13.1, 14.7, 0.0]","[0.0, 0.5, 0.0]","[51.0, 61.0, 0.0]","[0.1, 1.1, 0.0]",ROU,metric,"For breakfast, I'm having 175g of vegetable juice, 100g of kiwi, and 500g of bottled water."
"['BREAD', 'MIXED VEGETABLES SOUP', 'SPONGE CAKE']","[11.0, 18.1, 199.4]","[0.5, 10.6, 52.1]","[60.0, 172.0, 1379.0]","[2.7, 3.5, 27.600000000000005]",ROU,metric,"Lunch today included 25 grams of bread, 410.5 grams of mixed vegetable soup, and a nice 352.2 grams of sponge cake."
"['Sandwich, tuna salad, on white bread']",[14.59],[13.879999999999999],[253],[16.77],KNA,metric,I'm enjoying a 157g tuna salad sandwich on white bread for breakfast.
